ID,Name of Book,File Name,Label,,Key
94,Allestree,Allestree_164.png,(+),,
95,Montaigne,Montaigne_142.png,(+),,
96,Defoe,Defoe_269.png,(+),,
97,Montaigne,Montaigne_618.png,(+),,
98,Allestree,Allestree_158.png,(+),,
99,Browne,Browne_105.png,(+),,
100,Montaigne,Montaigne_397.png,(+),,
101,Defoe,Defoe_094.png,(+),,
102,Montaigne,Montaigne_383.png,(+),,
103,Defoe,Defoe_080.png,(+),,
104,Browne,Browne_111.png,(+),,
105,Ascham,Ascham_01_043.png,(+),,
106,Blackmore,Blackmore_188.png,(+),,
107,Browne,Browne_139.png,(+),,
108,Confucius,Confucius_163.png,(+),,
109,Ascham,Ascham_01_057.png,(+),,
110,Voltaire,Voltaire_017.png,(+),,
111,Montaigne,Montaigne_432.png,(+),,
112,Defoe,Defoe_057.png,(+),,
113,Blackmore,Blackmore_177.png,(+),,
114,Montaigne,Montaigne_354.png,(+),,
115,Defoe,Defoe_043.png,(+),,
116,Blackmore,Blackmore_163.png,(+),,
117,Montaigne,Montaigne_340.png,(+),,
118,Montaigne,Montaigne_426.png,(+),,
119,Ascham,Ascham_01_080.png,(+),,
120,Montaigne,Montaigne_368.png,(+),,
121,Ascham,Ascham_01_094.png,(+),,
122,Blackmore,Blackmore_149.png,(+),,
123,Defoe,Defoe_069.png,(+),,
124,Ascham,Ascham_01_082.png,(+),,
125,Blackmore,Blackmore_175.png,(+),,
126,Montaigne,Montaigne_356.png,(+),,
127,Montaigne,Montaigne_430.png,(+),,
128,Montaigne,Montaigne_424.png,(+),,
129,Blackmore,Blackmore_161.png,(+),,
130,Montaigne,Montaigne_342.png,(+),,
131,Defoe,Defoe_041.png,(+),,
132,Ascham,Ascham_01_041.png,(+),,
133,Confucius,Confucius_161.png,(+),,
134,Voltaire,Voltaire_015.png,(+),,
135,Ascham,Ascham_01_055.png,(+),,
136,Defoe,Defoe_096.png,(+),,
137,Montaigne,Montaigne_395.png,(+),,
138,Browne,Browne_107.png,(+),,
139,Confucius,Confucius_149.png,(+),,
140,Voltaire,Voltaire_029.png,(+),,
141,Ascham,Ascham_01_069.png,(+),,
142,Browne,Browne_113.png,(+),,
143,Defoe,Defoe_082.png,(+),,
144,Montaigne,Montaigne_381.png,(+),,
145,Montaigne,Montaigne_632.png,(+),,
146,Defoe,Defoe_257.png,(+),,
147,Allestree,Allestree_172.png,(+),,
148,Montaigne,Montaigne_154.png,(+),,
149,Defoe,Defoe_243.png,(+),,
150,Montaigne,Montaigne_140.png,(+),,
151,Allestree,Allestree_166.png,(+),,
152,Montaigne,Montaigne_626.png,(+),,
153,Voltaire,Voltaire_203.png,(+),,
154,Allestree,Allestree_199.png,(+),,
155,Voltaire,Voltaire_217.png,(+),,
156,Defoe,Defoe_280.png,(+),,
157,Browne,Browne_311.png,(+),,
158,Blackmore,Blackmore_203.png,(+),,
159,Defoe,Defoe_323.png,(+),,
160,Montaigne,Montaigne_034.png,(+),,
161,Blackmore,Blackmore_217.png,(+),,
162,Browne,Browne_271.png,(+),,
163,Allestree,Allestree_238.png,(+),,
164,Albin,Albin_121.png,(+),,
165,Montaigne,Montaigne_578.png,(+),,
166,Browne,Browne_098.png,(+),,
167,Defoe,Defoe_109.png,(+),,
168,Blackmore,Blackmore_029.png,(+),,
169,Defoe,Defoe_121.png,(+),,
170,Allestree,Allestree_204.png,(+),,
171,Montaigne,Montaigne_544.png,(+),,
172,Montaigne,Montaigne_550.png,(+),,
173,Blackmore,Blackmore_015.png,(+),,
174,Montaigne,Montaigne_236.png,(+),,
175,Voltaire,Voltaire_175.png,(+),,
176,Confucius,Confucius_015.png,(+),,
177,Voltaire,Voltaire_161.png,(+),,
178,Dryden,Dryden_004.png,(+),,
179,Browne,Browne_073.png,(+),,
180,Voltaire,Voltaire_149.png,(+),,
181,Montaigne,Montaigne_587.png,(+),,
182,Confucius,Confucius_029.png,(+),,
183,Montaigne,Montaigne_593.png,(+),,
184,Montaigne,Montaigne_592.png,(+),,
185,Confucius,Confucius_028.png,(+),,
186,Dryden,Dryden_011.png,(+),,
187,Browne,Browne_072.png,(+),,
188,Confucius,Confucius_014.png,(+),,
189,Voltaire,Voltaire_174.png,(+),,
190,Montaigne,Montaigne_551.png,(+),,
191,Montaigne,Montaigne_237.png,(+),,
192,Blackmore,Blackmore_014.png,(+),,
193,Allestree,Allestree_205.png,(+),,
194,Defoe,Defoe_120.png,(+),,
195,Montaigne,Montaigne_545.png,(+),,
196,Albin,Albin_134.png,(+),,
197,Blackmore,Blackmore_028.png,(+),,
198,Defoe,Defoe_108.png,(+),,
199,Allestree,Allestree_239.png,(+),,
200,Montaigne,Montaigne_579.png,(+),,
201,Browne,Browne_264.png,(+),,
202,Browne,Browne_270.png,(+),,
203,Browne,Browne_258.png,(+),,
204,Blackmore,Blackmore_216.png,(+),,
205,Montaigne,Montaigne_035.png,(+),,
206,Defoe,Defoe_322.png,(+),,
207,Blackmore,Blackmore_202.png,(+),,
208,Montaigne,Montaigne_021.png,(+),,
209,Defoe,Defoe_281.png,(+),,
210,Montaigne,Montaigne_182.png,(+),,
211,Defoe,Defoe_295.png,(+),,
212,Montaigne,Montaigne_196.png,(+),,
213,Allestree,Allestree_198.png,(+),,
214,Voltaire,Voltaire_216.png,(+),,
215,Voltaire,Voltaire_202.png,(+),,
216,Browne,Browne_338.png,(+),,
217,Allestree,Allestree_167.png,(+),,
218,Montaigne,Montaigne_141.png,(+),,
219,Defoe,Defoe_242.png,(+),,
220,Montaigne,Montaigne_627.png,(+),,
221,Montaigne,Montaigne_633.png,(+),,
222,Montaigne,Montaigne_155.png,(+),,
223,Allestree,Allestree_173.png,(+),,
224,Defoe,Defoe_256.png,(+),,
225,Montaigne,Montaigne_169.png,(+),,
226,Voltaire,Voltaire_028.png,(+),,
227,Ascham,Ascham_01_068.png,(+),,
228,Montaigne,Montaigne_380.png,(+),,
229,Browne,Browne_112.png,(+),,
230,Browne,Browne_106.png,(+),,
231,Montaigne,Montaigne_394.png,(+),,
232,Defoe,Defoe_097.png,(+),,
233,Confucius,Confucius_148.png,(+),,
234,Voltaire,Voltaire_014.png,(+),,
235,Ascham,Ascham_01_054.png,(+),,
236,Confucius,Confucius_160.png,(+),,
237,Albin,Albin_083.png,(+),,
238,Ascham,Ascham_01_040.png,(+),,
239,Montaigne,Montaigne_425.png,(+),,
240,Defoe,Defoe_040.png,(+),,
241,Montaigne,Montaigne_343.png,(+),,
242,Blackmore,Blackmore_160.png,(+),,
243,Montaigne,Montaigne_357.png,(+),,
244,Blackmore,Blackmore_174.png,(+),,
245,Montaigne,Montaigne_431.png,(+),,
246,Albin,Albin_040.png,(+),,
247,Blackmore,Blackmore_148.png,(+),,
248,Ascham,Ascham_01_083.png,(+),,
249,Montaigne,Montaigne_435.png,(+),,
250,Blackmore,Blackmore_170.png,(+),,
251,Montaigne,Montaigne_353.png,(+),,
252,Blackmore,Blackmore_164.png,(+),,
253,Montaigne,Montaigne_347.png,(+),,
254,Defoe,Defoe_044.png,(+),,
255,Montaigne,Montaigne_409.png,(+),,
256,Blackmore,Blackmore_158.png,(+),,
257,Ascham,Ascham_01_078.png,(+),,
258,Defoe,Defoe_093.png,(+),,
259,Montaigne,Montaigne_390.png,(+),,
260,Browne,Browne_116.png,(+),,
261,Defoe,Defoe_087.png,(+),,
262,Montaigne,Montaigne_384.png,(+),,
263,Confucius,Confucius_158.png,(+),,
264,Confucius,Confucius_170.png,(+),,
265,Voltaire,Voltaire_004.png,(+),,
266,Ascham,Ascham_01_044.png,(+),,
267,Confucius,Confucius_164.png,(+),,
268,Ascham,Ascham_01_050.png,(+),,
269,Voltaire,Voltaire_010.png,(+),,
270,Defoe,Defoe_252.png,(+),,
271,Allestree,Allestree_177.png,(+),,
272,Montaigne,Montaigne_151.png,(+),,
273,Montaigne,Montaigne_637.png,(+),,
274,Montaigne,Montaigne_145.png,(+),,
275,Allestree,Allestree_163.png,(+),,
276,Montaigne,Montaigne_179.png,(+),,
277,Montaigne,Montaigne_192.png,(+),,
278,Defoe,Defoe_291.png,(+),,
279,Montaigne,Montaigne_186.png,(+),,
280,Defoe,Defoe_285.png,(+),,
281,Allestree,Allestree_188.png,(+),,
282,Voltaire,Voltaire_206.png,(+),,
283,Voltaire,Voltaire_212.png,(+),,
284,Browne,Browne_328.png,(+),,
285,Montaigne,Montaigne_025.png,(+),,
286,Blackmore,Blackmore_206.png,(+),,
287,Defoe,Defoe_326.png,(+),,
288,Blackmore,Blackmore_212.png,(+),,
289,Browne,Browne_274.png,(+),,
290,Browne,Browne_248.png,(+),,
291,Montaigne,Montaigne_541.png,(+),,
292,Defoe,Defoe_124.png,(+),,
293,Montaigne,Montaigne_227.png,(+),,
294,Allestree,Allestree_201.png,(+),,
295,Defoe,Defoe_130.png,(+),,
296,Blackmore,Blackmore_010.png,(+),,
297,Montaigne,Montaigne_233.png,(+),,
298,Montaigne,Montaigne_555.png,(+),,
299,Defoe,Defoe_118.png,(+),,
300,Blackmore,Blackmore_038.png,(+),,
301,Allestree,Allestree_229.png,(+),,
302,Montaigne,Montaigne_569.png,(+),,
303,Albin,Albin_130.png,(+),,
304,Confucius,Confucius_038.png,(+),,
305,Montaigne,Montaigne_582.png,(+),,
306,Browne,Browne_062.png,(+),,
307,Dryden,Dryden_015.png,(+),,
308,Voltaire,Voltaire_158.png,(+),,
309,Montaigne,Montaigne_596.png,(+),,
310,Confucius,Confucius_004.png,(+),,
311,Voltaire,Voltaire_170.png,(+),,
312,Voltaire,Voltaire_164.png,(+),,
313,Voltaire,Voltaire_165.png,(+),,
314,Voltaire,Voltaire_171.png,(+),,
315,Confucius,Confucius_005.png,(+),,
316,Dryden,Dryden_014.png,(+),,
317,Montaigne,Montaigne_597.png,(+),,
318,Montaigne,Montaigne_583.png,(+),,
319,Confucius,Confucius_039.png,(+),,
320,Allestree,Allestree_228.png,(+),,
321,Montaigne,Montaigne_568.png,(+),,
322,Albin,Albin_125.png,(+),,
323,Blackmore,Blackmore_039.png,(+),,
324,Defoe,Defoe_119.png,(+),,
325,Montaigne,Montaigne_232.png,(+),,
326,Blackmore,Blackmore_011.png,(+),,
327,Defoe,Defoe_131.png,(+),,
328,Montaigne,Montaigne_554.png,(+),,
329,Albin,Albin_119.png,(+),,
330,Montaigne,Montaigne_540.png,(+),,
331,Allestree,Allestree_200.png,(+),,
332,Montaigne,Montaigne_226.png,(+),,
333,Blackmore,Blackmore_005.png,(+),,
334,Defoe,Defoe_125.png,(+),,
335,Browne,Browne_275.png,(+),,
336,Montaigne,Montaigne_018.png,(+),,
337,Blackmore,Blackmore_213.png,(+),,
338,Defoe,Defoe_327.png,(+),,
339,Blackmore,Blackmore_207.png,(+),,
340,Allestree,Allestree_002.png,(+),,
341,Voltaire,Voltaire_213.png,(+),,
342,Allestree,Allestree_189.png,(+),,
343,Voltaire,Voltaire_207.png,(+),,
344,Browne,Browne_315.png,(+),,
345,Defoe,Defoe_284.png,(+),,
346,Montaigne,Montaigne_187.png,(+),,
347,Defoe,Defoe_290.png,(+),,
348,Montaigne,Montaigne_193.png,(+),,
349,Montaigne,Montaigne_178.png,(+),,
350,Allestree,Allestree_162.png,(+),,
351,Montaigne,Montaigne_144.png,(+),,
352,Defoe,Defoe_247.png,(+),,
353,Montaigne,Montaigne_150.png,(+),,
354,Allestree,Allestree_176.png,(+),,
355,Defoe,Defoe_253.png,(+),,
356,Ascham,Ascham_01_051.png,(+),,
357,Voltaire,Voltaire_011.png,(+),,
358,Confucius,Confucius_165.png,(+),,
359,Voltaire,Voltaire_005.png,(+),,
360,Ascham,Ascham_01_045.png,(+),,
361,Confucius,Confucius_171.png,(+),,
362,Montaigne,Montaigne_385.png,(+),,
363,Defoe,Defoe_086.png,(+),,
364,Browne,Browne_117.png,(+),,
365,Confucius,Confucius_159.png,(+),,
366,Voltaire,Voltaire_039.png,(+),,
367,Ascham,Ascham_01_079.png,(+),,
368,Browne,Browne_103.png,(+),,
369,Montaigne,Montaigne_391.png,(+),,
370,Blackmore,Blackmore_159.png,(+),,
371,Montaigne,Montaigne_408.png,(+),,
372,Defoe,Defoe_045.png,(+),,
373,Montaigne,Montaigne_346.png,(+),,
374,Montaigne,Montaigne_420.png,(+),,
375,Montaigne,Montaigne_434.png,(+),,
376,Defoe,Defoe_051.png,(+),,
377,Montaigne,Montaigne_352.png,(+),,
378,Blackmore,Blackmore_171.png,(+),,
379,Montaigne,Montaigne_422.png,(+),,
380,Montaigne,Montaigne_344.png,(+),,
381,Blackmore,Blackmore_167.png,(+),,
382,Defoe,Defoe_047.png,(+),,
383,Montaigne,Montaigne_350.png,(+),,
384,Montaigne,Montaigne_436.png,(+),,
385,Montaigne,Montaigne_378.png,(+),,
386,Ascham,Ascham_01_084.png,(+),,
387,Browne,Browne_115.png,(+),,
388,Montaigne,Montaigne_387.png,(+),,
389,Defoe,Defoe_090.png,(+),,
390,Montaigne,Montaigne_393.png,(+),,
391,Browne,Browne_101.png,(+),,
392,Voltaire,Voltaire_013.png,(+),,
393,Ascham,Ascham_01_053.png,(+),,
394,Confucius,Confucius_167.png,(+),,
395,Blackmore,Blackmore_198.png,(+),,
396,Ascham,Ascham_01_047.png,(+),,
397,Montaigne,Montaigne_146.png,(+),,
398,Allestree,Allestree_160.png,(+),,
399,Montaigne,Montaigne_620.png,(+),,
400,Montaigne,Montaigne_634.png,(+),,
401,Allestree,Allestree_174.png,(+),,
402,Montaigne,Montaigne_152.png,(+),,
403,Defoe,Defoe_279.png,(+),,
404,Montaigne,Montaigne_608.png,(+),,
405,Allestree,Allestree_148.png,(+),,
406,Montaigne,Montaigne_185.png,(+),,
407,Defoe,Defoe_286.png,(+),,
408,Browne,Browne_317.png,(+),,
409,Voltaire,Voltaire_239.png,(+),,
410,Montaigne,Montaigne_191.png,(+),,
411,Defoe,Defoe_292.png,(+),,
412,Voltaire,Voltaire_211.png,(+),,
413,Voltaire,Voltaire_205.png,(+),,
414,Blackmore,Blackmore_211.png,(+),,
415,Montaigne,Montaigne_032.png,(+),,
416,Blackmore,Blackmore_205.png,(+),,
417,Montaigne,Montaigne_026.png,(+),,
418,Defoe,Defoe_325.png,(+),,
419,Allestree,Allestree_028.png,(+),,
420,Montaigne,Montaigne_556.png,(+),,
421,Voltaire,Voltaire_198.png,(+),,
422,Montaigne,Montaigne_230.png,(+),,
423,Blackmore,Blackmore_013.png,(+),,
424,Defoe,Defoe_127.png,(+),,
425,Montaigne,Montaigne_224.png,(+),,
426,Allestree,Allestree_202.png,(+),,
427,Blackmore,Blackmore_007.png,(+),,
428,Montaigne,Montaigne_542.png,(+),,
429,Albin,Albin_133.png,(+),,
430,Montaigne,Montaigne_595.png,(+),,
431,Browne,Browne_061.png,(+),,
432,Montaigne,Montaigne_581.png,(+),,
433,Voltaire,Voltaire_167.png,(+),,
434,Browne,Browne_049.png,(+),,
435,Voltaire,Voltaire_173.png,(+),,
436,Confucius,Confucius_007.png,(+),,
437,Browne,Browne_048.png,(+),,
438,Confucius,Confucius_006.png,(+),,
439,Voltaire,Voltaire_172.png,(+),,
440,Confucius,Confucius_012.png,(+),,
441,Voltaire,Voltaire_166.png,(+),,
442,Montaigne,Montaigne_580.png,(+),,
443,Montaigne,Montaigne_594.png,(+),,
444,Albin,Albin_126.png,(+),,
445,Allestree,Allestree_203.png,(+),,
446,Montaigne,Montaigne_225.png,(+),,
447,Defoe,Defoe_126.png,(+),,
448,Montaigne,Montaigne_543.png,(+),,
449,Montaigne,Montaigne_557.png,(+),,
450,Blackmore,Blackmore_012.png,(+),,
451,Montaigne,Montaigne_231.png,(+),,
452,Browne,Browne_276.png,(+),,
453,Browne,Browne_262.png,(+),,
454,Defoe,Defoe_318.png,(+),,
455,Blackmore,Blackmore_238.png,(+),,
456,Allestree,Allestree_029.png,(+),,
457,Montaigne,Montaigne_027.png,(+),,
458,Blackmore,Blackmore_204.png,(+),,
459,Defoe,Defoe_330.png,(+),,
460,Montaigne,Montaigne_033.png,(+),,
461,Blackmore,Blackmore_210.png,(+),,
462,Voltaire,Voltaire_204.png,(+),,
463,Voltaire,Voltaire_210.png,(+),,
464,Voltaire,Voltaire_238.png,(+),,
465,Defoe,Defoe_293.png,(+),,
466,Montaigne,Montaigne_190.png,(+),,
467,Montaigne,Montaigne_184.png,(+),,
468,Montaigne,Montaigne_609.png,(+),,
469,Allestree,Allestree_149.png,(+),,
470,Defoe,Defoe_278.png,(+),,
471,Montaigne,Montaigne_635.png,(+),,
472,Montaigne,Montaigne_153.png,(+),,
473,Allestree,Allestree_175.png,(+),,
474,Defoe,Defoe_250.png,(+),,
475,Allestree,Allestree_161.png,(+),,
476,Montaigne,Montaigne_147.png,(+),,
477,Defoe,Defoe_244.png,(+),,
478,Montaigne,Montaigne_621.png,(+),,
479,Albin,Albin_091.png,(+),,
480,Ascham,Ascham_01_046.png,(+),,
481,Voltaire,Voltaire_012.png,(+),,
482,Ascham,Ascham_01_052.png,(+),,
483,Browne,Browne_128.png,(+),,
484,Montaigne,Montaigne_392.png,(+),,
485,Montaigne,Montaigne_386.png,(+),,
486,Defoe,Defoe_085.png,(+),,
487,Browne,Browne_114.png,(+),,
488,Montaigne,Montaigne_379.png,(+),,
489,Blackmore,Blackmore_172.png,(+),,
490,Montaigne,Montaigne_351.png,(+),,
491,Montaigne,Montaigne_423.png,(+),,
492,Defoe,Defoe_046.png,(+),,
493,Blackmore,Blackmore_166.png,(+),,
494,Montaigne,Montaigne_345.png,(+),,
495,Montaigne,Montaigne_478.png,(+),,
496,Browne,Browne_198.png,(+),,
497,Blackmore,Blackmore_129.png,(+),,
498,Defoe,Defoe_009.png,(+),,
499,Montaigne,Montaigne_444.png,(+),,
500,Blackmore,Blackmore_101.png,(+),,
501,Blackmore,Blackmore_115.png,(+),,
502,Defoe,Defoe_035.png,(+),,
503,Montaigne,Montaigne_450.png,(+),,
504,Confucius,Confucius_101.png,(+),,
505,Voltaire,Voltaire_075.png,(+),,
506,Ascham,Ascham_01_035.png,(+),,
507,Confucius,Confucius_115.png,(+),,
508,Ascham,Ascham_01_021.png,(+),,
509,Montaigne,Montaigne_487.png,(+),,
510,Browne,Browne_167.png,(+),,
511,Montaigne,Montaigne_493.png,(+),,
512,Confucius,Confucius_129.png,(+),,
513,Montaigne,Montaigne_108.png,(+),,
514,Defoe,Defoe_223.png,(+),,
515,Allestree,Allestree_106.png,(+),,
516,Montaigne,Montaigne_120.png,(+),,
517,Blackmore,Blackmore_303.png,(+),,
518,Voltaire,Voltaire_288.png,(+),,
519,Montaigne,Montaigne_652.png,(+),,
520,Defoe,Defoe_237.png,(+),,
521,Montaigne,Montaigne_134.png,(+),,
522,Allestree,Allestree_112.png,(+),,
523,Blackmore,Blackmore_317.png,(+),,
524,Voltaire,Voltaire_277.png,(+),,
525,Voltaire,Voltaire_263.png,(+),,
526,Browne,Browne_359.png,(+),,
527,Montaigne,Montaigne_068.png,(+),,
528,Montaigne,Montaigne_054.png,(+),,
529,Allestree,Allestree_072.png,(+),,
530,Allestree,Allestree_066.png,(+),,
531,Blackmore,Blackmore_263.png,(+),,
532,Blackmore,Blackmore_288.png,(+),,
533,Browne,Browne_239.png,(+),,
534,Voltaire,Voltaire_303.png,(+),,
535,Allestree,Allestree_099.png,(+),,
536,Montaigne,Montaigne_097.png,(+),,
537,Montaigne,Montaigne_083.png,(+),,
538,Blackmore,Blackmore_049.png,(+),,
539,Montaigne,Montaigne_530.png,(+),,
540,Blackmore,Blackmore_075.png,(+),,
541,Montaigne,Montaigne_256.png,(+),,
542,Defoe,Defoe_141.png,(+),,
543,Blackmore,Blackmore_061.png,(+),,
544,Montaigne,Montaigne_242.png,(+),,
545,Montaigne,Montaigne_524.png,(+),,
546,Confucius,Confucius_075.png,(+),,
547,Confucius,Confucius_061.png,(+),,
548,Voltaire,Voltaire_115.png,(+),,
549,Confucius,Confucius_049.png,(+),,
550,Defoe,Defoe_196.png,(+),,
551,Browne,Browne_013.png,(+),,
552,Montaigne,Montaigne_281.png,(+),,
553,Voltaire,Voltaire_129.png,(+),,
554,Montaigne,Montaigne_280.png,(+),,
555,Browne,Browne_012.png,(+),,
556,Confucius,Confucius_048.png,(+),,
557,Defoe,Defoe_197.png,(+),,
558,Montaigne,Montaigne_294.png,(+),,
559,Voltaire,Voltaire_114.png,(+),,
560,Confucius,Confucius_060.png,(+),,
561,Confucius,Confucius_074.png,(+),,
562,Montaigne,Montaigne_243.png,(+),,
563,Blackmore,Blackmore_060.png,(+),,
564,Defoe,Defoe_140.png,(+),,
565,Blackmore,Blackmore_074.png,(+),,
566,Defoe,Defoe_154.png,(+),,
567,Montaigne,Montaigne_519.png,(+),,
568,Blackmore,Blackmore_048.png,(+),,
569,Browne,Browne_210.png,(+),,
570,Montaigne,Montaigne_082.png,(+),,
571,Montaigne,Montaigne_096.png,(+),,
572,Voltaire,Voltaire_316.png,(+),,
573,Allestree,Allestree_098.png,(+),,
574,Browne,Browne_238.png,(+),,
575,Voltaire,Voltaire_302.png,(+),,
576,Blackmore,Blackmore_262.png,(+),,
577,Allestree,Allestree_067.png,(+),,
578,Voltaire,Voltaire_262.png,(+),,
579,Browne,Browne_358.png,(+),,
580,Voltaire,Voltaire_276.png,(+),,
581,Montaigne,Montaigne_653.png,(+),,
582,Blackmore,Blackmore_316.png,(+),,
583,Allestree,Allestree_113.png,(+),,
584,Montaigne,Montaigne_135.png,(+),,
585,Defoe,Defoe_236.png,(+),,
586,Blackmore,Blackmore_302.png,(+),,
587,Montaigne,Montaigne_121.png,(+),,
588,Allestree,Allestree_107.png,(+),,
589,Defoe,Defoe_222.png,(+),,
590,Montaigne,Montaigne_647.png,(+),,
591,Montaigne,Montaigne_109.png,(+),,
592,Browne,Browne_166.png,(+),,
593,Confucius,Confucius_128.png,(+),,
594,Montaigne,Montaigne_492.png,(+),,
595,Voltaire,Voltaire_048.png,(+),,
596,Montaigne,Montaigne_486.png,(+),,
597,Ascham,Ascham_01_020.png,(+),,
598,Voltaire,Voltaire_060.png,(+),,
599,Confucius,Confucius_114.png,(+),,
600,Ascham,Ascham_01_034.png,(+),,
601,Confucius,Confucius_100.png,(+),,
602,Defoe,Defoe_034.png,(+),,
603,Montaigne,Montaigne_337.png,(+),,
604,Blackmore,Blackmore_114.png,(+),,
605,Montaigne,Montaigne_451.png,(+),,
606,Montaigne,Montaigne_445.png,(+),,
607,Montaigne,Montaigne_323.png,(+),,
608,Blackmore,Blackmore_100.png,(+),,
609,Blackmore,Blackmore_128.png,(+),,
610,Montaigne,Montaigne_479.png,(+),,
611,Montaigne,Montaigne_309.png,(+),,
612,Montaigne,Montaigne_453.png,(+),,
613,Montaigne,Montaigne_335.png,(+),,
614,Blackmore,Blackmore_116.png,(+),,
615,Blackmore,Blackmore_102.png,(+),,
616,Voltaire,Voltaire_089.png,(+),,
617,Montaigne,Montaigne_447.png,(+),,
618,Voltaire,Voltaire_062.png,(+),,
619,Ascham,Ascham_01_022.png,(+),,
620,Confucius,Confucius_116.png,(+),,
621,Browne,Browne_158.png,(+),,
622,Ascham,Ascham_01_036.png,(+),,
623,Confucius,Confucius_102.png,(+),,
624,Montaigne,Montaigne_490.png,(+),,
625,Browne,Browne_164.png,(+),,
626,Montaigne,Montaigne_484.png,(+),,
627,Defoe,Defoe_208.png,(+),,
628,Allestree,Allestree_139.png,(+),,
629,Blackmore,Blackmore_314.png,(+),,
630,Allestree,Allestree_111.png,(+),,
631,Montaigne,Montaigne_651.png,(+),,
632,Defoe,Defoe_220.png,(+),,
633,Blackmore,Blackmore_300.png,(+),,
634,Allestree,Allestree_105.png,(+),,
