classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,metadata,annotations,subject_data,subject_ids
89426589,broadwell,1740898,d646c1041ca86e53ebb5,5983,Tag & classify annotations,26.32,2018-02-09 02:26:01 UTC,,,"{""session"":""232316ca39d59df9486c5f2b6e1abace1e9388af8bb83a0621423ef2f221ab44"",""viewport"":{""width"":1428,""height"":772},""started_at"":""2018-02-09T02:25:52.021Z"",""user_agent"":""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"",""utc_offset"":""28800"",""finished_at"":""2018-02-09T02:26:01.608Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":444,""clientHeight"":695,""naturalWidth"":1000,""naturalHeight"":1564}]}","[{""task"":""T0"",""task_label"":""has annotation?"",""value"":""print only""}]","{""18221187"":{""retired"":{""id"":12567605,""workflow_id"":5983,""classifications_count"":3,""created_at"":""2018-02-15T20:54:12.607Z"",""updated_at"":""2018-04-18T03:59:27.640Z"",""retired_at"":""2018-04-18T03:59:27.633Z"",""subject_id"":18221187,""retirement_reason"":""classification_count""},""filename"":""Albin_060.jpg""}}",18221187
89426597,broadwell,1740898,d646c1041ca86e53ebb5,5983,Tag & classify annotations,26.32,2018-02-09 02:26:09 UTC,,,"{""session"":""232316ca39d59df9486c5f2b6e1abace1e9388af8bb83a0621423ef2f221ab44"",""viewport"":{""width"":1428,""height"":772},""started_at"":""2018-02-09T02:26:04.613Z"",""user_agent"":""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"",""utc_offset"":""28800"",""finished_at"":""2018-02-09T02:26:08.979Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":443,""clientHeight"":695,""naturalWidth"":1000,""naturalHeight"":1567}]}","[{""task"":""T0"",""task_label"":""has annotation?"",""value"":""print only""}]","{""18221231"":{""retired"":{""id"":12567893,""workflow_id"":5983,""classifications_count"":3,""created_at"":""2018-02-15T20:58:38.238Z"",""updated_at"":""2018-05-09T09:49:29.856Z"",""retired_at"":""2018-05-09T09:49:29.844Z"",""subject_id"":18221231,""retirement_reason"":""classification_count""},""filename"":""Albin_078.jpg""}}",18221231
89426604,broadwell,1740898,d646c1041ca86e53ebb5,5983,Tag & classify annotations,26.32,2018-02-09 02:26:14 UTC,,,"{""session"":""232316ca39d59df9486c5f2b6e1abace1e9388af8bb83a0621423ef2f221ab44"",""viewport"":{""width"":1428,""height"":772},""started_at"":""2018-02-09T02:26:09.937Z"",""user_agent"":""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"",""utc_offset"":""28800"",""finished_at"":""2018-02-09T02:26:13.971Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":445,""clientHeight"":695,""naturalWidth"":1000,""naturalHeight"":1562}]}","[{""task"":""T0"",""task_label"":""has annotation?"",""value"":""blank/na""}]","{""18221249"":{""retired"":{""id"":12827746,""workflow_id"":5983,""classifications_count"":3,""created_at"":""2018-02-25T03:24:44.507Z"",""updated_at"":""2018-04-22T04:46:52.377Z"",""retired_at"":""2018-04-22T04:46:52.370Z"",""subject_id"":18221249,""retirement_reason"":""classification_count""},""filename"":""Albin_085.jpg""}}",18221249
89426615,broadwell,1740898,d646c1041ca86e53ebb5,5983,Tag & classify annotations,26.32,2018-02-09 02:26:21 UTC,,,"{""session"":""232316ca39d59df9486c5f2b6e1abace1e9388af8bb83a0621423ef2f221ab44"",""viewport"":{""width"":1428,""height"":772},""started_at"":""2018-02-09T02:26:14.933Z"",""user_agent"":""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"",""utc_offset"":""28800"",""finished_at"":""2018-02-09T02:26:21.193Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":459,""clientHeight"":695,""naturalWidth"":1000,""naturalHeight"":1515}]}","[{""task"":""T0"",""task_label"":""has annotation?"",""value"":""print only""}]","{""18221325"":{""retired"":{""id"":12827724,""workflow_id"":5983,""classifications_count"":3,""created_at"":""2018-02-25T03:23:56.121Z"",""updated_at"":""2018-06-07T17:00:55.155Z"",""retired_at"":""2018-06-07T17:00:55.149Z"",""subject_id"":18221325,""retirement_reason"":""classification_count""},""filename"":""Albin_114.jpg""}}",18221325
89426691,broadwell,1740898,d646c1041ca86e53ebb5,5983,Tag & classify annotations,26.32,2018-02-09 02:27:12 UTC,,,"{""session"":""232316ca39d59df9486c5f2b6e1abace1e9388af8bb83a0621423ef2f221ab44"",""viewport"":{""width"":1428,""height"":772},""started_at"":""2018-02-09T02:26:26.843Z"",""user_agent"":""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"",""utc_offset"":""28800"",""finished_at"":""2018-02-09T02:27:12.506Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":457,""clientHeight"":695,""naturalWidth"":1000,""naturalHeight"":1522}]}","[{""task"":""T0"",""task_label"":""has annotation?"",""value"":""print + annotation""},{""task"":""T1"",""task_label"":""draw box around annotation"",""value"":[{""x"":214.77474975585938,""y"":1205.9349365234375,""tool"":0,""frame"":0,""width"":727.2850036621094,""height"":184.0118408203125,""details"":[{""value"":[0]}],""tool_label"":""draw box""}]},{""task"":""T2"",""task_label"":""Has another annotation?"",""value"":""no""}]","{""18221342"":{""retired"":{""id"":12568493,""workflow_id"":5983,""classifications_count"":3,""created_at"":""2018-02-15T21:09:48.249Z"",""updated_at"":""2018-03-10T22:28:47.975Z"",""retired_at"":""2018-03-10T22:28:47.964Z"",""subject_id"":18221342,""retirement_reason"":""classification_count""},""filename"":""Albin_121.jpg""}}",18221342
90316865,kirschbombe,1679880,4104b852bbcefe1ef66c,5983,Tag & classify annotations,26.32,2018-02-14 22:07:21 UTC,,,"{""session"":""28a780a187882c5c215ac97fdac2fe9682638142c558b996811a75b07c2cd9fa"",""viewport"":{""width"":1440,""height"":816},""started_at"":""2018-02-14T22:07:09.445Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/604.5.6 (KHTML, like Gecko) Version/11.0.3 Safari/604.5.6"",""utc_offset"":""28800"",""finished_at"":""2018-02-14T22:07:21.439Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":510,""clientHeight"":734,""naturalWidth"":1000,""naturalHeight"":1440}]}","[{""task"":""T0"",""task_label"":""has annotation?"",""value"":""print only""}]","{""18221481"":{""retired"":{""id"":13127331,""workflow_id"":5983,""classifications_count"":21,""created_at"":""2018-03-10T22:26:25.382Z"",""updated_at"":""2018-06-07T17:25:23.234Z"",""retired_at"":""2018-06-07T17:25:23.214Z"",""subject_id"":18221481,""retirement_reason"":""classification_count""},""filename"":""Albin_169.jpg""}}",18221481
90316886,kirschbombe,1679880,4104b852bbcefe1ef66c,5983,Tag & classify annotations,26.32,2018-02-14 22:07:29 UTC,,,"{""session"":""28a780a187882c5c215ac97fdac2fe9682638142c558b996811a75b07c2cd9fa"",""viewport"":{""width"":1440,""height"":816},""started_at"":""2018-02-14T22:07:24.944Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/604.5.6 (KHTML, like Gecko) Version/11.0.3 Safari/604.5.6"",""utc_offset"":""28800"",""finished_at"":""2018-02-14T22:07:29.446Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":470,""clientHeight"":734,""naturalWidth"":1000,""naturalHeight"":1562}]}","[{""task"":""T0"",""task_label"":""has annotation?"",""value"":""print only""}]","{""18221285"":{""retired"":{""id"":14750067,""workflow_id"":5983,""classifications_count"":3,""created_at"":""2018-05-15T08:57:53.894Z"",""updated_at"":""2018-05-21T23:37:31.954Z"",""retired_at"":""2018-05-21T23:37:31.942Z"",""subject_id"":18221285,""retirement_reason"":""classification_count""},""filename"":""Albin_099.jpg""}}",18221285
90316928,kirschbombe,1679880,4104b852bbcefe1ef66c,5983,Tag & classify annotations,26.32,2018-02-14 22:07:53 UTC,,,"{""session"":""28a780a187882c5c215ac97fdac2fe9682638142c558b996811a75b07c2cd9fa"",""viewport"":{""width"":1440,""height"":816},""started_at"":""2018-02-14T22:07:31.015Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/604.5.6 (KHTML, like Gecko) Version/11.0.3 Safari/604.5.6"",""utc_offset"":""28800"",""finished_at"":""2018-02-14T22:07:53.230Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":457,""clientHeight"":734,""naturalWidth"":1000,""naturalHeight"":1608}]}","[{""task"":""T0"",""task_label"":""has annotation?"",""value"":""print + annotation""},{""task"":""T1"",""task_label"":""draw box around annotation"",""value"":[{""x"":51.795654296875,""y"":38.86570358276367,""tool"":0,""frame"":0,""width"":906.50146484375,""height"":256.1851997375488,""details"":[{""value"":[0]}],""tool_label"":""draw box""}]},{""task"":""T2"",""task_label"":""Has another annotation?"",""value"":""no""}]","{""18221074"":{""retired"":{""id"":15472801,""workflow_id"":5983,""classifications_count"":2,""created_at"":""2018-06-07T16:26:35.833Z"",""updated_at"":""2018-06-07T16:26:35.908Z"",""retired_at"":""2018-06-07T16:26:35.897Z"",""subject_id"":18221074,""retirement_reason"":""classification_count""},""filename"":""Albin_015.jpg""}}",18221074
90318916,kirschbombe,1679880,9b76125f56fab26075da,5983,Tag & classify annotations,26.48,2018-02-14 22:20:12 UTC,,,"{""session"":""df31e506f1c2570cd4733712f2940bee41a4f54a49df0483bbf691edcd0d6a22"",""viewport"":{""width"":1440,""height"":816},""started_at"":""2018-02-14T22:19:58.896Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/604.5.6 (KHTML, like Gecko) Version/11.0.3 Safari/604.5.6"",""utc_offset"":""28800"",""finished_at"":""2018-02-14T22:20:11.973Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":505,""clientHeight"":734,""naturalWidth"":1000,""naturalHeight"":1453}]}","[{""task"":""T0"",""task_label"":""Does the page have any annotations? Please select the best response:"",""value"":""print only""}]","{""18221067"":{""retired"":{""id"":13125893,""workflow_id"":5983,""classifications_count"":3,""created_at"":""2018-03-10T19:52:17.412Z"",""updated_at"":""2018-03-10T22:20:00.952Z"",""retired_at"":""2018-03-10T22:20:00.447Z"",""subject_id"":18221067,""retirement_reason"":""classification_count""},""filename"":""Albin_012.jpg""}}",18221067
90319007,kirschbombe,1679880,9b76125f56fab26075da,5983,Tag & classify annotations,26.48,2018-02-14 22:20:51 UTC,,,"{""session"":""df31e506f1c2570cd4733712f2940bee41a4f54a49df0483bbf691edcd0d6a22"",""viewport"":{""width"":1440,""height"":816},""started_at"":""2018-02-14T22:20:13.892Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/604.5.6 (KHTML, like Gecko) Version/11.0.3 Safari/604.5.6"",""utc_offset"":""28800"",""finished_at"":""2018-02-14T22:20:51.003Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":505,""clientHeight"":734,""naturalWidth"":1000,""naturalHeight"":1453}]}","[{""task"":""T0"",""task_label"":""Does the page have any annotations? Please select the best response:"",""value"":""print + annotation""},{""task"":""T1"",""task_label"":""Draw a box around each annotation. You will be prompted for additional boxes in case there are multiple annotations on one page."",""value"":[{""x"":257.2408142089844,""y"":500.0793151855469,""tool"":0,""frame"":0,""width"":496.6168518066406,""height"":306.6757507324219,""details"":[{""value"":[1]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""}]},{""task"":""T2"",""task_label"":""Does this page contain another annotation?"",""value"":""no""}]","{""18221077"":{""retired"":{""id"":14040366,""workflow_id"":5983,""classifications_count"":3,""created_at"":""2018-04-18T18:11:19.514Z"",""updated_at"":""2018-06-07T16:04:15.552Z"",""retired_at"":""2018-06-07T16:04:15.542Z"",""subject_id"":18221077,""retirement_reason"":""classification_count""},""filename"":""Albin_016.jpg""}}",18221077
90469519,kirschbombe,1679880,003e41fae570648309b8,5983,Tag & classify annotations,26.48,2018-02-15 20:24:05 UTC,,,"{""session"":""85cf27e9620f0fb7773181415a7f4821050bd868d3880b44d961f9ee03f5e10a"",""viewport"":{""width"":1440,""height"":816},""started_at"":""2018-02-15T20:23:55.950Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/604.5.6 (KHTML, like Gecko) Version/11.0.3 Safari/604.5.6"",""utc_offset"":""28800"",""finished_at"":""2018-02-15T20:24:04.652Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":503,""clientHeight"":734,""naturalWidth"":1000,""naturalHeight"":1461}]}","[{""task"":""T0"",""task_label"":""Does the page have any annotations? Please select the best response:"",""value"":""blank / na""}]","{""18221062"":{""retired"":{""id"":15472733,""workflow_id"":5983,""classifications_count"":2,""created_at"":""2018-06-07T16:22:42.374Z"",""updated_at"":""2018-06-07T16:22:42.441Z"",""retired_at"":""2018-06-07T16:22:42.427Z"",""subject_id"":18221062,""retirement_reason"":""classification_count""},""filename"":""Albin_010.jpg""}}",18221062
